Origin Movement ID,Origin Display Name,Destination Movement ID,Destination Display Name,Date Range,Mean Travel Time (Seconds),Range - Lower Bound Travel Time (Seconds),Range - Upper Bound Travel Time (Seconds)
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",4140,406491 (4140),"9/30/2017 - 12/31/2017, Every day, Daily Average",1937,1429,2625
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",4143,100824 (4143),"9/30/2017 - 12/31/2017, Every day, Daily Average",397,247,636
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",4144,101165 (4144),"9/30/2017 - 12/31/2017, Every day, Daily Average",1869,1445,2417
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",4145,100673 (4145),"9/30/2017 - 12/31/2017, Every day, Daily Average",1293,932,1792
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",4146,100733 (4146),"9/30/2017 - 12/31/2017, Every day, Daily Average",1071,788,1454
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",4147,406410 (4147),"9/30/2017 - 12/31/2017, Every day, Daily Average",1641,1249,2155
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",4148,100666 (4148),"9/30/2017 - 12/31/2017, Every day, Daily Average",1448,1084,1933
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",4149,101175 (4149),"9/30/2017 - 12/31/2017, Every day, Daily Average",1796,1433,2250
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",4150,100701 (4150),"9/30/2017 - 12/31/2017, Every day, Daily Average",1151,865,1530
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",4152,101122 (4152),"9/30/2017 - 12/31/2017, Every day, Daily Average",1233,928,1637
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",4153,100704 (4153),"9/30/2017 - 12/31/2017, Every day, Daily Average",1232,930,1631
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",4156,101125 (4156),"9/30/2017 - 12/31/2017, Every day, Daily Average",1609,1219,2123
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",4157,100681 (4157),"9/30/2017 - 12/31/2017, Every day, Daily Average",1297,967,1738
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",4158,101211 (4158),"9/30/2017 - 12/31/2017, Every day, Daily Average",1701,1275,2268
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",4159,101216 (4159),"9/30/2017 - 12/31/2017, Every day, Daily Average",1813,1395,2356
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",4160,100721 (4160),"9/30/2017 - 12/31/2017, Every day, Daily Average",931,677,1279
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",4161,101201 (4161),"9/30/2017 - 12/31/2017, Every day, Daily Average",1593,1217,2083
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",4162,100724 (4162),"9/30/2017 - 12/31/2017, Every day, Daily Average",1011,753,1356
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",4163,100683 (4163),"9/30/2017 - 12/31/2017, Every day, Daily Average",1362,1033,1795
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",4164,100711 (4164),"9/30/2017 - 12/31/2017, Every day, Daily Average",1073,796,1445
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",4165,101166 (4165),"9/30/2017 - 12/31/2017, Every day, Daily Average",1815,1388,2372
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",4167,101176 (4167),"9/30/2017 - 12/31/2017, Every day, Daily Average",1745,1364,2231
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",4168,406462 (4168),"9/30/2017 - 12/31/2017, Every day, Daily Average",1700,1179,2450
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",4171,100843 (4171),"9/30/2017 - 12/31/2017, Every day, Daily Average",685,499,940
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",4172,100841 (4172),"9/30/2017 - 12/31/2017, Every day, Daily Average",621,402,958
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",4175,100844 (4175),"9/30/2017 - 12/31/2017, Every day, Daily Average",726,530,994
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",4182,406492 (4182),"9/30/2017 - 12/31/2017, Every day, Daily Average",1923,1463,2527
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",4183,100847 (4183),"9/30/2017 - 12/31/2017, Every day, Daily Average",836,604,1156
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",4184,101215 (4184),"9/30/2017 - 12/31/2017, Every day, Daily Average",1706,1323,2199
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",4185,100678 (4185),"9/30/2017 - 12/31/2017, Every day, Daily Average",1140,828,1569
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",4187,100679 (4187),"9/30/2017 - 12/31/2017, Every day, Daily Average",1100,774,1561
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",4188,100703 (4188),"9/30/2017 - 12/31/2017, Every day, Daily Average",1228,921,1636
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",4191,101202 (4191),"9/30/2017 - 12/31/2017, Every day, Daily Average",1579,1197,2081
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",4192,100712 (4192),"9/30/2017 - 12/31/2017, Every day, Daily Average",1058,783,1428
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",4194,100955 (4194),"9/30/2017 - 12/31/2017, Every day, Daily Average",397,270,582
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",4195,406401 (4195),"9/30/2017 - 12/31/2017, Every day, Daily Average",1597,1211,2105
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",4196,100702 (4196),"9/30/2017 - 12/31/2017, Every day, Daily Average",1132,853,1501
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",4197,101167 (4197),"9/30/2017 - 12/31/2017, Every day, Daily Average",1723,1328,2234
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",4198,101123 (4198),"9/30/2017 - 12/31/2017, Every day, Daily Average",1349,987,1843
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",4199,101177 (4199),"9/30/2017 - 12/31/2017, Every day, Daily Average",1735,1353,2223
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",4200,101111 (4200),"9/30/2017 - 12/31/2017, Every day, Daily Average",1191,885,1602
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",4201,100941 (4201),"9/30/2017 - 12/31/2017, Every day, Daily Average",193,111,333
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",4202,100682 (4202),"9/30/2017 - 12/31/2017, Every day, Daily Average",1283,946,1739
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",4206,100944 (4206),"9/30/2017 - 12/31/2017, Every day, Daily Average",193,109,339
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",4207,100846 (4207),"9/30/2017 - 12/31/2017, Every day, Daily Average",664,457,963
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",4208,101124 (4208),"9/30/2017 - 12/31/2017, Every day, Daily Average",1505,1138,1988
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",4210,100713 (4210),"9/30/2017 - 12/31/2017, Every day, Daily Average",1014,744,1381
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",4212,100705 (4212),"9/30/2017 - 12/31/2017, Every day, Daily Average",1139,840,1542
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",4213,101203 (4213),"9/30/2017 - 12/31/2017, Every day, Daily Average",1523,1155,2006
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",4215,100707 (4215),"9/30/2017 - 12/31/2017, Every day, Daily Average",1141,843,1544
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",4216,100842 (4216),"9/30/2017 - 12/31/2017, Every day, Daily Average",595,395,895
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",4217,101191 (4217),"9/30/2017 - 12/31/2017, Every day, Daily Average",1377,1054,1798
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",4218,100845 (4218),"9/30/2017 - 12/31/2017, Every day, Daily Average",625,424,921
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",4219,100684 (4219),"9/30/2017 - 12/31/2017, Every day, Daily Average",1182,879,1588
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",4221,100686 (4221),"9/30/2017 - 12/31/2017, Every day, Daily Average",1294,959,1744
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",4222,101114 (4222),"9/30/2017 - 12/31/2017, Every day, Daily Average",1407,1079,1834
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",4223,101113 (4223),"9/30/2017 - 12/31/2017, Every day, Daily Average",1316,957,1808
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",4224,100722 (4224),"9/30/2017 - 12/31/2017, Every day, Daily Average",782,556,1099
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",4225,100848 (4225),"9/30/2017 - 12/31/2017, Every day, Daily Average",733,514,1043
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",4227,100723 (4227),"9/30/2017 - 12/31/2017, Every day, Daily Average",842,599,1182
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",4228,100714 (4228),"9/30/2017 - 12/31/2017, Every day, Daily Average",915,652,1283
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",4229,101212 (4229),"9/30/2017 - 12/31/2017, Every day, Daily Average",1559,1167,2082
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",4230,100706 (4230),"9/30/2017 - 12/31/2017, Every day, Daily Average",1006,729,1387
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",4232,101204 (4232),"9/30/2017 - 12/31/2017, Every day, Daily Average",1699,1297,2224
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",4233,406480 (4233),"9/30/2017 - 12/31/2017, Every day, Daily Average",2167,1710,2744
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",4235,406463 (4235),"9/30/2017 - 12/31/2017, Every day, Daily Average",1637,1181,2268
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",4237,100852 (4237),"9/30/2017 - 12/31/2017, Every day, Daily Average",661,409,1066
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",4238,100685 (4238),"9/30/2017 - 12/31/2017, Every day, Daily Average",1207,887,1641
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",4239,101196 (4239),"9/30/2017 - 12/31/2017, Every day, Daily Average",1636,1222,2188
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",4240,101181 (4240),"9/30/2017 - 12/31/2017, Every day, Daily Average",1555,1209,1998
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",4241,101185 (4241),"9/30/2017 - 12/31/2017, Every day, Daily Average",1389,1066,1809
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",4242,406481 (4242),"9/30/2017 - 12/31/2017, Every day, Daily Average",2085,1548,2807
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",4244,100851 (4244),"9/30/2017 - 12/31/2017, Every day, Daily Average",708,477,1050
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",4247,100882 (4247),"9/30/2017 - 12/31/2017, Every day, Daily Average",1063,735,1537
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",4250,100854 (4250),"9/30/2017 - 12/31/2017, Every day, Daily Average",765,521,1122
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",4251,101214 (4251),"9/30/2017 - 12/31/2017, Every day, Daily Average",1612,1227,2116
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",4255,100864 (4255),"9/30/2017 - 12/31/2017, Every day, Daily Average",935,673,1298
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",4256,406406 (4256),"9/30/2017 - 12/31/2017, Every day, Daily Average",1634,1231,2168
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",4257,101205 (4257),"9/30/2017 - 12/31/2017, Every day, Daily Average",1549,1184,2025
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",4258,100871 (4258),"9/30/2017 - 12/31/2017, Every day, Daily Average",1004,719,1400
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",4262,101112 (4262),"9/30/2017 - 12/31/2017, Every day, Daily Average",1283,921,1785
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",4263,100875 (4263),"9/30/2017 - 12/31/2017, Every day, Daily Average",1020,745,1395
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",4264,100881 (4264),"9/30/2017 - 12/31/2017, Every day, Daily Average",1011,722,1415
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",4265,100943 (4265),"9/30/2017 - 12/31/2017, Every day, Daily Average",679,327,1407
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",4266,101117 (4266),"9/30/2017 - 12/31/2017, Every day, Daily Average",1128,800,1589
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",4268,101115 (4268),"9/30/2017 - 12/31/2017, Every day, Daily Average",1370,1034,1814
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",4269,100855 (4269),"9/30/2017 - 12/31/2017, Every day, Daily Average",766,520,1126
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",4272,100872 (4272),"9/30/2017 - 12/31/2017, Every day, Daily Average",987,698,1395
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",4273,100893 (4273),"9/30/2017 - 12/31/2017, Every day, Daily Average",778,552,1095
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",4275,100956 (4275),"9/30/2017 - 12/31/2017, Every day, Daily Average",468,327,669
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",4276,101206 (4276),"9/30/2017 - 12/31/2017, Every day, Daily Average",1548,1175,2039
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",4277,100861 (4277),"9/30/2017 - 12/31/2017, Every day, Daily Average",927,660,1300
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",4278,100942 (4278),"9/30/2017 - 12/31/2017, Every day, Daily Average",232,138,388
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",4280,101119 (4280),"9/30/2017 - 12/31/2017, Every day, Daily Average",1261,911,1744
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",4281,101118 (4281),"9/30/2017 - 12/31/2017, Every day, Daily Average",950,674,1337
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",4282,100859 (4282),"9/30/2017 - 12/31/2017, Every day, Daily Average",833,591,1173
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",4284,100874 (4284),"9/30/2017 - 12/31/2017, Every day, Daily Average",1039,731,1476
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",4286,100856 (4286),"9/30/2017 - 12/31/2017, Every day, Daily Average",799,555,1148
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",4287,101116 (4287),"9/30/2017 - 12/31/2017, Every day, Daily Average",1344,1009,1789
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",4289,406470 (4289),"9/30/2017 - 12/31/2017, Every day, Daily Average",2008,1468,2745
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",4290,101213 (4290),"9/30/2017 - 12/31/2017, Every day, Daily Average",1463,1095,1953
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",4293,101207 (4293),"9/30/2017 - 12/31/2017, Every day, Daily Average",1334,1006,1768
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",4294,101192 (4294),"9/30/2017 - 12/31/2017, Every day, Daily Average",1347,1018,1780
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",4295,100873 (4295),"9/30/2017 - 12/31/2017, Every day, Daily Average",948,647,1388
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",4296,100863 (4296),"9/30/2017 - 12/31/2017, Every day, Daily Average",863,583,1275
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",4299,101182 (4299),"9/30/2017 - 12/31/2017, Every day, Daily Average",1478,1094,1996
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",4300,101101 (4300),"9/30/2017 - 12/31/2017, Every day, Daily Average",1197,870,1646
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",4302,101184 (4302),"9/30/2017 - 12/31/2017, Every day, Daily Average",1536,1126,2094
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",4303,101105 (4303),"9/30/2017 - 12/31/2017, Every day, Daily Average",1264,943,1693
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",4304,101091 (4304),"9/30/2017 - 12/31/2017, Every day, Daily Average",796,569,1113
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",4308,100891 (4308),"9/30/2017 - 12/31/2017, Every day, Daily Average",755,533,1067
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",4309,101221 (4309),"9/30/2017 - 12/31/2017, Every day, Daily Average",1429,1048,1947
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",4313,100862 (4313),"9/30/2017 - 12/31/2017, Every day, Daily Average",864,588,1268
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",4314,100857 (4314),"9/30/2017 - 12/31/2017, Every day, Daily Average",838,588,1192
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",4315,100953 (4315),"9/30/2017 - 12/31/2017, Every day, Daily Average",585,420,814
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",4316,101227 (4316),"9/30/2017 - 12/31/2017, Every day, Daily Average",1283,973,1690
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",4317,100858 (4317),"9/30/2017 - 12/31/2017, Every day, Daily Average",847,586,1223
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",4319,100894 (4319),"9/30/2017 - 12/31/2017, Every day, Daily Average",931,608,1424
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",4322,101195 (4322),"9/30/2017 - 12/31/2017, Every day, Daily Average",1331,995,1780
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",4323,101104 (4323),"9/30/2017 - 12/31/2017, Every day, Daily Average",1163,862,1568
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",4324,101222 (4324),"9/30/2017 - 12/31/2017, Every day, Daily Average",1387,1012,1899
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",4329,100906 (4329),"9/30/2017 - 12/31/2017, Every day, Daily Average",766,500,1172
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",4330,101226 (4330),"9/30/2017 - 12/31/2017, Every day, Daily Average",1257,961,1642
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",4331,100951 (4331),"9/30/2017 - 12/31/2017, Every day, Daily Average",639,482,845
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",4333,100895 (4333),"9/30/2017 - 12/31/2017, Every day, Daily Average",846,535,1336
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",4334,101193 (4334),"9/30/2017 - 12/31/2017, Every day, Daily Average",1239,930,1649
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",4335,101102 (4335),"9/30/2017 - 12/31/2017, Every day, Daily Average",948,682,1316
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",4336,100952 (4336),"9/30/2017 - 12/31/2017, Every day, Daily Average",690,510,931
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",4337,406464 (4337),"9/30/2017 - 12/31/2017, Every day, Daily Average",1841,1312,2582
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",4338,100901 (4338),"9/30/2017 - 12/31/2017, Every day, Daily Average",349,214,567
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",4339,100934 (4339),"9/30/2017 - 12/31/2017, Every day, Daily Average",247,160,379
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",4340,100931 (4340),"9/30/2017 - 12/31/2017, Every day, Daily Average",657,480,898
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",4346,100902 (4346),"9/30/2017 - 12/31/2017, Every day, Daily Average",800,527,1213
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",4347,100853 (4347),"9/30/2017 - 12/31/2017, Every day, Daily Average",859,562,1311
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",4354,101103 (4354),"9/30/2017 - 12/31/2017, Every day, Daily Average",1048,766,1432
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",4359,100905 (4359),"9/30/2017 - 12/31/2017, Every day, Daily Average",735,488,1106
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",4360,101223 (4360),"9/30/2017 - 12/31/2017, Every day, Daily Average",1327,990,1778
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",4362,100903 (4362),"9/30/2017 - 12/31/2017, Every day, Daily Average",674,423,1071
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",4365,101225 (4365),"9/30/2017 - 12/31/2017, Every day, Daily Average",1347,1006,1802
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",4366,101224 (4366),"9/30/2017 - 12/31/2017, Every day, Daily Average",1423,1068,1895
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",4367,101093 (4367),"9/30/2017 - 12/31/2017, Every day, Daily Average",847,561,1277
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",4369,100896 (4369),"9/30/2017 - 12/31/2017, Every day, Daily Average",849,526,1369
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",4370,101183 (4370),"9/30/2017 - 12/31/2017, Every day, Daily Average",1321,1005,1735
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",4371,101092 (4371),"9/30/2017 - 12/31/2017, Every day, Daily Average",712,504,1003
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",4372,100915 (4372),"9/30/2017 - 12/31/2017, Every day, Daily Average",358,206,619
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",4374,100907 (4374),"9/30/2017 - 12/31/2017, Every day, Daily Average",675,439,1035
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",4377,100892 (4377),"9/30/2017 - 12/31/2017, Every day, Daily Average",643,458,901
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",4378,100898 (4378),"9/30/2017 - 12/31/2017, Every day, Daily Average",604,423,861
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",4379,406381 (4379),"9/30/2017 - 12/31/2017, Every day, Daily Average",1722,1237,2397
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",4381,100933 (4381),"9/30/2017 - 12/31/2017, Every day, Daily Average",670,429,1045
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",4382,100932 (4382),"9/30/2017 - 12/31/2017, Every day, Daily Average",757,553,1034
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",4385,101261 (4385),"9/30/2017 - 12/31/2017, Every day, Daily Average",889,655,1206
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",4387,101194 (4387),"9/30/2017 - 12/31/2017, Every day, Daily Average",1213,906,1622
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",4388,100897 (4388),"9/30/2017 - 12/31/2017, Every day, Daily Average",733,464,1157
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",4389,100908 (4389),"9/30/2017 - 12/31/2017, Every day, Daily Average",402,255,632
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",4390,100904 (4390),"9/30/2017 - 12/31/2017, Every day, Daily Average",379,239,598
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",4391,100916 (4391),"9/30/2017 - 12/31/2017, Every day, Daily Average",289,188,442
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",4392,406382 (4392),"9/30/2017 - 12/31/2017, Every day, Daily Average",1716,1235,2383
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",4393,101241 (4393),"9/30/2017 - 12/31/2017, Every day, Daily Average",1008,727,1396
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",4394,101041 (4394),"9/30/2017 - 12/31/2017, Every day, Daily Average",407,263,629
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",4395,100971 (4395),"9/30/2017 - 12/31/2017, Every day, Daily Average",726,555,948
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",4397,101265 (4397),"9/30/2017 - 12/31/2017, Every day, Daily Average",943,683,1300
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",4398,101231 (4398),"9/30/2017 - 12/31/2017, Every day, Daily Average",1243,888,1739
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",4399,101266 (4399),"9/30/2017 - 12/31/2017, Every day, Daily Average",1105,812,1502
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",4400,101232 (4400),"9/30/2017 - 12/31/2017, Every day, Daily Average",1273,932,1737
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",4401,101071 (4401),"9/30/2017 - 12/31/2017, Every day, Daily Average",814,582,1136
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",4402,101081 (4402),"9/30/2017 - 12/31/2017, Every day, Daily Average",589,372,931
3863,"CALTRAIN MAIN STATION, SF, 700 4th St, San Francisco, CA",4404,101233 (4404),"9/30/2017 - 12/31/2017, Every day, Daily Average",1158,840,1596
